Epoch,Mean_Loss,Mean_Accuracy,Median_Loss,Median_Accuracy,Knn_Loss,Knn_Accuracy
0,435.9884701870209,-0.18413972854614258,444.1597449208877,0.12997496128082275,1309.3876638336237,0.12174767255783081
1,1.498510480851166,-0.07562005519866943,1.3635162764279418,0.2670486569404602,2.4900129414344017,-0.2814754247665405
2,1.364492380572844,0.09393596649169922,1.2223365353059399,0.47187650203704834,2.0160945993523267,0.021288037300109863
3,1.2001464177471723,0.2141171097755432,2.181317537676456,-1.1136856079101562,1.1983652375927267,0.32273703813552856
4,1.1134821282800778,0.23543375730514526,24.546047550994295,0.3988017439842224,1.2113727825556615,0.43327146768569946
5,0.9716953461946443,0.3357693552970886,1.122170317080594,0.06808799505233765,117.04058718311694,0.35470324754714966
6,6.053161066862964,0.43294352293014526,5.965791763492333,-15.50942611694336,1.2619524050590605,-0.08184289932250977
7,0.9252099531103474,0.4594212770462036,19.195949523485908,-128.53639221191406,3.7201155185006387,-2.3985507488250732
8,0.955991121110066,0.46584951877593994,13.880592018712399,-8.084673881530762,7.853823528733364,0.46305376291275024
9,1.1936457664236542,0.23028498888015747,108.57809573989506,-91.04169464111328,70.68640611453574,0.4346441626548767
10,1.7404262388861456,0.364005446434021,3.948612927004348,0.3172076344490051,0.9284090332744658,0.3603571653366089
11,1.1119403735149738,0.32995420694351196,0.9030979648810025,0.41414874792099,21.980086296334747,-2.4005870819091797
12,1.3625814513873684,0.4447544813156128,0.8834374929352324,0.3263934850692749,113.34402368627778,0.2678988575935364
13,2.206688705456349,0.39000630378723145,0.8532878087703571,0.4062463045120239,0.9663267784802488,0.3424031138420105
14,1.9449648675761482,0.36868035793304443,0.8503207304449969,0.4479404091835022,0.9189603149659874,0.3881472945213318
15,1.5036389939775763,0.40107297897338867,0.867450436187345,0.4715425372123718,0.8519517795522084,0.4261571764945984
16,1.1123806487682253,0.4042556881904602,0.8752999853256137,0.4697510600090027,0.8135509746250256,0.45783936977386475
17,1.869065190354983,0.38039082288742065,1.1289252907961838,0.49398350715637207,0.7745259095763051,0.47546088695526123
18,1.2788791423158128,0.36169809103012085,0.9832601378592409,0.47763586044311523,0.7998056842606197,0.4629632234573364
19,0.9674082697592965,0.3492335081100464,0.9679695163355317,-1.3419017791748047,0.8828019056209299,0.4732903838157654
20,1.6147175478611806,0.4702296257019043,1.2660070400136385,-3.325808048248291,1.5005350152189418,0.40400147438049316
21,0.8201244445734246,0.427510142326355,5.909818647674812,-0.976871132850647,2.088859976262085,-0.14626753330230713
22,0.7694416907868644,0.47118526697158813,1.1751116727904756,0.32048314809799194,1.363063317629718,0.45445507764816284
23,0.7689699599909228,0.4908103346824646,0.9003218552169874,0.4379847049713135,1.3404769750759584,0.47080618143081665
24,0.7831351865631665,0.5248053073883057,1.0009924263455148,0.4984559416770935,0.8740781069725982,0.5090581178665161
25,0.7946437232254088,0.4962182641029358,1.0751624743836794,0.49574458599090576,1.0640404138916222,0.5232914686203003
26,0.8972672712664271,0.3840768337249756,2.1077926645214244,0.37031280994415283,3.378820142311643,0.4890441298484802
27,0.7903242296026659,0.2670261263847351,0.8842235472082167,0.48220372200012207,4.287406901518504,-5.5020222663879395
28,0.7404614186795183,0.3936806321144104,1.4723872519278711,-0.3485602140426636,2.481073737375496,0.4601040482521057
29,0.8192357256893039,0.225896418094635,0.9781462644883828,0.4213062524795532,0.7261717935172163,0.5514435768127441
30,0.9246470573567604,0.46082377433776855,0.8295956252850303,0.5016759634017944,1.7974280980668327,0.13318943977355957
31,0.7829739631608476,0.5279405117034912,0.8877380333205526,0.48711252212524414,0.8891107174315194,0.4258802533149719
32,0.7558351725108864,0.4833357334136963,0.9233566605767538,0.4562925100326538,0.820301374608232,0.2904415726661682
33,0.7250154607517775,0.5251893997192383,0.8974334077779637,0.5139520168304443,0.7704824147991431,0.47971081733703613
34,0.7090758320897125,0.49011939764022827,0.7959547688563665,0.512112021446228,0.9296698119751242,0.3857915997505188
35,0.7680974122165709,0.5282251238822937,0.7629013159709384,0.508509635925293,0.841733708284622,0.4678460359573364
36,0.7177292949469515,0.5315049886703491,0.9686287881792054,0.4973219633102417,0.8378319303656734,0.4081500172615051
37,0.7316149781609691,0.5012906789779663,0.853929605710414,0.47289878129959106,0.878377080079197,0.5106986165046692
38,0.6935694387485815,0.5593883991241455,0.7804053458132485,0.5153300762176514,0.7727474952621978,0.3482566475868225
39,0.7014023535704428,0.5517314672470093,0.7111390697401624,0.5543323159217834,0.7485595291206079,0.5478353500366211
40,0.7228066114954246,0.5588668584823608,0.7170590853044229,0.5548464059829712,0.8044809917377871,0.5231380462646484
