Epoch,Loss,Test_Accuracy
177,1.1688315868377686,0.8347681760787964
178,1.1590070724487305,0.8361506462097168
179,1.149239420890808,0.8375242948532104
180,1.1395277976989746,0.8388890624046326
181,1.1298730373382568,0.8402450680732727
182,1.120275616645813,0.8415924310684204
183,1.1107349395751953,0.8429310917854309
184,1.101251244544983,0.8442610502243042
185,1.0918259620666504,0.8455823659896851
186,1.08245849609375,0.8468953371047974
187,1.0731481313705444,0.8481996059417725
188,1.063896894454956,0.8494954705238342
189,1.0547038316726685,0.8507829904556274
190,1.0455687046051025,0.8520621061325073
191,1.036493182182312,0.8533328771591187
192,1.0274759531021118,0.854595422744751
193,1.0185173749923706,0.8558496832847595
194,1.0096185207366943,0.8570957183837891
195,1.0007778406143188,0.8583335280418396
196,0.9919970631599426,0.8595630526542664
197,0.9832755327224731,0.8607844710350037
198,0.9746127128601074,0.8619976043701172
199,0.9660133123397827,0.8632024526596069
200,0.9574744701385498,0.8643990159034729
201,0.9489948749542236,0.8655874133110046
202,0.9405744671821594,0.8667673468589783
203,0.9322147965431213,0.8679389953613281
204,0.9239149689674377,0.8691022396087646
205,0.9156747460365295,0.8702571392059326
206,0.9074944853782654,0.8714035749435425
207,0.8993743658065796,0.8725415468215942
208,0.8913136124610901,0.8736711144447327
209,0.883313000202179,0.8747920393943787
210,0.8753733038902283,0.8759045004844666
211,0.8674933910369873,0.8770084381103516
212,0.8596769571304321,0.8781036138534546
213,0.8519216775894165,0.87919020652771
214,0.8442265391349792,0.8802682161331177
215,0.8365921974182129,0.8813374042510986
216,0.8290208578109741,0.8823980093002319
217,0.8215090036392212,0.8834498524665833
218,0.8140577673912048,0.8844929933547974
219,0.8066675066947937,0.885527491569519
220,0.7993411421775818,0.8865532279014587
221,0.7920753359794617,0.8875702023506165
222,0.7848703265190125,0.8885785341262817
223,0.777727484703064,0.889578104019165
224,0.7706460356712341,0.8905690312385559
225,0.7636250853538513,0.8915512561798096
226,0.7566645741462708,0.8925248384475708
227,0.749764084815979,0.8934897780418396
228,0.742923378944397,0.8944461345672607
229,0.7361425161361694,0.8953939080238342
230,0.7294215559959412,0.8963330984115601
231,0.7227601408958435,0.8972638249397278
232,0.7161580920219421,0.8981860280036926
233,0.7096154689788818,0.8990996479988098
234,0.7031328082084656,0.9000049233436584
